class_name_1,class_name_2,image_1,image_2,phash_distance,pixel_mae,pixel_correlation,confirmed
Orange___Haunglongbing_(Citrus_greening),Soybean___healthy,train/Orange___Haunglongbing_(Citrus_greening)/5fb6714a-7725-44a3-b1c2-1d59aa2e7d92___CREC_HLB 5567.JPG,train/Soybean___healthy/02f3a559-6f7c-43d4-bd61-23951756f43e___RS_HL 5805 1.JPG,4,0.2295287847518921,0.859352570939001,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/cd638182-5de8-428f-a1d5-8af938f5d280___Mary_HL 9264.JPG,train/Soybean___healthy/0349cb1c-194d-43e9-9d53-170e816d337e___RS_HL 5180.JPG,4,0.2645936906337738,0.7776397443572696,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/9d5f3e6c-3f4c-4882-b423-d9ddb52ea4d8___Mary_HL 6332.JPG,train/Soybean___healthy/056ec80d-2407-4683-87b4-21197c4e493d___RS_HL 4498.JPG,4,0.10240969806909561,0.8410094470759163,False
Orange___Haunglongbing_(Citrus_greening),Soybean___healthy,train/Orange___Haunglongbing_(Citrus_greening)/7385ea50-db60-4316-a4ad-0944e4774b3d___CREC_HLB 5264.JPG,train/Soybean___healthy/057ec0ba-530a-4ca0-a51a-c42d531a159d___RS_HL 6234.JPG,4,0.12951914966106415,0.6803947268627166,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/1b2fb65b-bfe9-43dc-940a-50a32b9a421f___Mary_HL 6317.JPG,train/Soybean___healthy/058d647e-b0e3-4a26-8fa5-21f5357909e4___RS_HL 5302.JPG,4,0.12317139655351639,0.8064721355903014,False
Potato___healthy,Soybean___healthy,train/Potato___healthy/468d3107-f09a-4f0d-8b9d-f08d7c49738f___RS_HL 1747.JPG,train/Soybean___healthy/069aa38e-5d0b-41a9-ad40-a87b943fa209___RS_HL 4335.JPG,4,0.11601151525974274,0.7301654744067703,False
Cherry_(including_sour)___healthy,Soybean___healthy,train/Cherry_(including_sour)___healthy/34e05c4f-6742-442e-884e-ef3191eb923b___JR_HL 4049.JPG,train/Soybean___healthy/07aa8b8d-763d-44e6-a07b-0fcc805bef5d___RS_HL 3127.JPG,4,0.17168067395687103,0.7725457370282673,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/a8bea1f3-eff7-4819-b0a8-72259d864518___Mary_HL 6376.JPG,train/Soybean___healthy/07ed2de2-1a88-4b3b-adc2-94102d5eaba5___RS_HL 4700.JPG,2,0.10331166535615921,0.872671516284777,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/537a12f3-7157-461c-8e15-631bc74e3b3a___JR_HL 5810.JPG",train/Soybean___healthy/0ca2cd1f-bd70-49f5-9e1d-fb51958aee44___RS_HL 5014.JPG,4,0.10062211006879807,0.7545796128295992,False
Orange___Haunglongbing_(Citrus_greening),Soybean___healthy,train/Orange___Haunglongbing_(Citrus_greening)/0db25e1d-011b-42d7-83b5-58cb9f0c99d3___CREC_HLB 7501.JPG,train/Soybean___healthy/0cfd34e2-ec1c-4155-861d-33fb9e983e56___RS_HL 3615.JPG,4,0.15210501849651337,0.717118190463225,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/3f3b903c-cfeb-4574-8be7-1580296d7c2f___JR_HL 5865.JPG",train/Soybean___healthy/12c697fc-26e6-48f9-bf0c-729f820e1e83___RS_HL 5530 1.JPG,4,0.11679460108280182,0.7900517096556487,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/228e2afd-54a4-4097-8489-916c608361a9___JR_HL 7690.JPG",train/Soybean___healthy/1546b354-6c02-4fa4-80de-1b823505364c___RS_HL 5330.JPG,4,0.10488763451576233,0.7236206813112522,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/9e17a7df-6284-467f-b223-33b0d06d0a81___JR_HL 5973.JPG",train/Soybean___healthy/16248d15-e455-46ac-8924-4905312549dd___RS_HL 4244.JPG,4,0.13794325292110443,0.7234002579305306,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/9d5f3e6c-3f4c-4882-b423-d9ddb52ea4d8___Mary_HL 6332.JPG,train/Soybean___healthy/16248d15-e455-46ac-8924-4905312549dd___RS_HL 4244.JPG,4,0.08958574384450912,0.8078671846425787,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/a75f1c24-d102-4283-8033-dade69c87c04___JR_HL 5834.JPG",train/Soybean___healthy/17f6f0b5-e276-4fbb-9aac-f95459c06545___RS_HL 4667.JPG,4,0.11697374284267426,0.7371653627185186,False
Apple___healthy,Soybean___healthy,train/Apple___healthy/dbea92a9-9473-4cb1-b181-341789de0681___RS_HL 5708.JPG,train/Soybean___healthy/19de8dd0-f636-4608-9c08-a6b82f7d2924___RS_HL 4164.JPG,4,0.17689695954322815,0.7500026728780017,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/4c210242-adfc-4011-88e5-3380cbee49b1___Mary_HL 9351.JPG,train/Soybean___healthy/1a047122-3729-4641-887f-ecbeb4baec27___RS_HL 4942.JPG,4,0.1599176973104477,0.8053615312305697,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/de3b86c7-8f0b-4cd8-ab11-2450fff0ec52___Mary_HL 9154.JPG,train/Soybean___healthy/1a047122-3729-4641-887f-ecbeb4baec27___RS_HL 4942.JPG,4,0.15534918010234833,0.7836979849386772,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/0b504ebf-77ab-46a0-ab30-0da09d5e1c7b___Mary_HL 6389.JPG,train/Soybean___healthy/1b2217a6-a79b-4c52-b737-392905939db1___RS_HL 5026.JPG,4,0.10348399728536606,0.8177828500947255,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/f9a17672-1988-4d21-be88-a47880d56e44___Mary_HL 6365.JPG,train/Soybean___healthy/1b92986a-c2f5-4394-9d4d-9f240b4dbec4___RS_HL 4922.JPG,4,0.13635478913784027,0.7481936428939802,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/cfbbeb79-9aba-4011-ba99-470509286459___JR_HL 5826.JPG",train/Soybean___healthy/1b951855-b456-4f7c-b0b1-cf663d047929___RS_HL 5482.JPG,4,0.10471076518297195,0.7750898374797935,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/cd638182-5de8-428f-a1d5-8af938f5d280___Mary_HL 9264.JPG,train/Soybean___healthy/1b951855-b456-4f7c-b0b1-cf663d047929___RS_HL 5482.JPG,4,0.1932755410671234,0.7885471324413832,False
Apple___healthy,Soybean___healthy,train/Apple___healthy/1497c20f-448a-48e2-9cf0-b4fc8cfa848a___RS_HL 6292.JPG,train/Soybean___healthy/1f22efed-6dea-40b6-9597-5f6abe515095___RS_HL 4673.JPG,4,0.16532345116138458,0.7988028010245845,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/fb974d64-1b7a-4d68-8ddb-1b8ed3011f25___JR_HL 5899.JPG",train/Soybean___healthy/1f770cd9-0e55-48e7-93e5-a93144b85f1e___RS_HL 3663.JPG,4,0.10065203905105591,0.7580026267654911,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/ae5a17be-bbf6-47dd-a04d-7fdaa7703a74___Mary_HL 9324.JPG,train/Soybean___healthy/23770740-36a5-4fcf-8a43-4cf9699a7205___RS_HL 6602.JPG,4,0.10475019365549088,0.7362279120621981,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/eda7f6bf-dc99-4287-a38c-f259e2f21886___Mary_HL 9323.JPG,train/Soybean___healthy/23770740-36a5-4fcf-8a43-4cf9699a7205___RS_HL 6602.JPG,4,0.10064224153757095,0.7502266827754562,False
Apple___healthy,Soybean___healthy,train/Apple___healthy/1497c20f-448a-48e2-9cf0-b4fc8cfa848a___RS_HL 6292.JPG,train/Soybean___healthy/23ed011c-27ac-4515-a724-eba2ea0ccff3___RS_HL 4002.JPG,4,0.15340454876422882,0.7922550822286948,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/828383ff-b79a-4c9d-9b24-87b8e6c73bfe___JR_HL 5965.JPG",train/Soybean___healthy/261555bd-eca0-4e1b-aba9-749a08ca2459___RS_HL 4930.JPG,4,0.09409637004137039,0.7657725566554067,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/228e2afd-54a4-4097-8489-916c608361a9___JR_HL 7690.JPG",train/Soybean___healthy/26a8a48e-acc8-48f0-9259-39d900836a04___RS_HL 5068.JPG,4,0.14500883221626282,0.7460234048325518,False
Cherry_(including_sour)___healthy,Soybean___healthy,train/Cherry_(including_sour)___healthy/a6562ee2-b37b-4734-9bf4-75da24f34bd1___JR_HL 4153.JPG,train/Soybean___healthy/27c225cc-f65b-4c71-8e74-74cba1ecb0ac___RS_HL 4647.JPG,4,0.17625825107097626,0.7385045307692345,False
Cherry_(including_sour)___healthy,Soybean___healthy,train/Cherry_(including_sour)___healthy/705108ce-01cc-4bf5-b92b-bdd4dfd3cabd___JR_HL 4001.JPG,train/Soybean___healthy/2b3551c3-835f-4051-aa8e-e673c8b7dbf3___RS_HL 3867.JPG,4,0.14806927740573883,0.6845952775507461,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/2d98e51f-8702-4309-944b-e196c2ec5275___Mary_HL 6241.JPG,train/Soybean___healthy/2b876fda-8f73-4000-9bbb-3752922608b5___RS_HL 4512.JPG,4,0.09428969025611877,0.8443262674069854,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/5829c049-aa10-494a-9663-8ce0677e64f7___Mary_HL 6330.JPG,train/Soybean___healthy/2d457a27-71d9-4b38-ba4f-36b1a88bf755___RS_HL 5461.JPG,4,0.16772720217704773,0.8578963190993856,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/fe1c1683-06cc-49c5-b86a-a41fb36f058b___Mary_HL 6249.JPG,train/Soybean___healthy/2d457a27-71d9-4b38-ba4f-36b1a88bf755___RS_HL 5461.JPG,4,0.1347457617521286,0.8538608207577991,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/b3231913-b0e1-4209-8fcb-77d9855eced1___Mary_HL 6306.JPG,train/Soybean___healthy/2f5e2a9a-399e-4dbe-917a-41d405cef14c___RS_HL 4330.JPG,4,0.08266697824001312,0.8289336012492781,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/db39cf0e-cfe0-49d1-a5ed-5d69faa26507___JR_HL 8756.JPG",train/Soybean___healthy/33e8f0ce-db42-4734-992b-3e69baead37b___RS_HL 3837.JPG,4,0.1100790947675705,0.7302380912019774,False
"Pepper,_bell___Bacterial_spot",Soybean___healthy,"train/Pepper,_bell___Bacterial_spot/2cdea224-6f10-4a3d-a3f1-1debd1a42640___JR_B.Spot 8926.JPG",train/Soybean___healthy/39647c0d-54b3-4cb0-9acb-78f85f2459cb___RS_HL 4289.JPG,4,0.08951935917139053,0.8060317798184783,False
Apple___healthy,Soybean___healthy,train/Apple___healthy/6fe99b1c-d402-4756-a21b-ff964b999adb___RS_HL 6253.JPG,train/Soybean___healthy/3cb41f89-4e40-4fbd-9715-ce1bf3b1795b___RS_HL 4721.JPG,4,0.2121492326259613,0.8455303278536596,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/fbe55704-4329-4dd5-a336-9e315186e497___Mary_HL 6321.JPG,train/Soybean___healthy/3cb41f89-4e40-4fbd-9715-ce1bf3b1795b___RS_HL 4721.JPG,2,0.11730721592903137,0.7819346324043569,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/cec3cfff-3d00-46cf-8a8e-b7438ec7901e___JR_HL 7810.JPG",train/Soybean___healthy/3ce813a2-6087-451d-8b8e-e7826799ba6b___RS_HL 5939.JPG,4,0.15834666788578033,0.6234549014249077,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/55378a01-da83-4596-8343-8ca679c81c90___JR_HL 7573.JPG",train/Soybean___healthy/423d88db-3db3-4437-b1b0-91c326431d94___RS_HL 4228.JPG,4,0.12097503244876862,0.6651369537149446,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/d907d8a1-b993-4e4f-9e55-368ca54f3405___Mary_HL 6355.JPG,train/Soybean___healthy/432221ce-2545-4d1f-b3e2-a19440c3ffeb___RS_HL 7037.JPG,4,0.14402885735034943,0.754369330469559,False
Blueberry___healthy,Soybean___healthy,train/Blueberry___healthy/aa57ac16-a2f7-4439-b5f6-66ae641d4bf8___RS_HL 5309.JPG,train/Soybean___healthy/442d2f25-1c93-4ecc-9a55-6dc7fce1783c___RS_HL 4698.JPG,4,0.16740678250789642,0.8345151998577767,False
Apple___healthy,Soybean___healthy,train/Apple___healthy/2abb295b-31c5-4e5f-b5c7-94ca57e94305___RS_HL 6277.JPG,train/Soybean___healthy/442d762d-701e-40c8-a51d-7e8604e462f7___RS_HL 4781.JPG,4,0.08033344149589539,0.8595636613001363,False
Cherry_(including_sour)___healthy,Soybean___healthy,train/Cherry_(including_sour)___healthy/3465ffb4-8097-454b-a471-f572fdc1da00___JR_HL 9664.JPG,train/Soybean___healthy/482bb92a-9b28-4707-a266-a3fcccd0ae8c___RS_HL 5187.JPG,2,0.08711589872837067,0.822726678837072,False
"Pepper,_bell___Bacterial_spot",Soybean___healthy,"train/Pepper,_bell___Bacterial_spot/517e3352-9e28-4b42-970b-2aa198203960___JR_B.Spot 8855.JPG",train/Soybean___healthy/492af6b1-7b42-4dc3-bd3b-965aea1af122___RS_HL 5804 1.JPG,4,0.12217769026756287,0.7378481442633105,False
"Pepper,_bell___Bacterial_spot",Soybean___healthy,"train/Pepper,_bell___Bacterial_spot/aca08460-3229-47d9-9ce6-7b2bb9f1ce7f___JR_B.Spot 8901.JPG",train/Soybean___healthy/49d5db61-ba38-49ea-9665-18f9bafeda55___RS_HL 3724.JPG,4,0.16662894189357758,0.6645314695621855,False
Orange___Haunglongbing_(Citrus_greening),Soybean___healthy,train/Orange___Haunglongbing_(Citrus_greening)/5fb6714a-7725-44a3-b1c2-1d59aa2e7d92___CREC_HLB 5567.JPG,train/Soybean___healthy/49e224ed-5151-4e42-9612-6e24e2528b2f___RS_HL 7075.JPG,4,0.1163410097360611,0.8521141125692443,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/9d5f3e6c-3f4c-4882-b423-d9ddb52ea4d8___Mary_HL 6332.JPG,train/Soybean___healthy/4c41b75f-b094-4de6-96ed-584bd9c49001___RS_HL 4929.JPG,4,0.1316230446100235,0.7646149974305553,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/0b504ebf-77ab-46a0-ab30-0da09d5e1c7b___Mary_HL 6389.JPG,train/Soybean___healthy/4eedf17a-f0c8-4926-a1bb-1811331c39ac___RS_HL 5488.JPG,4,0.14673684537410736,0.7506268635747962,False
Apple___healthy,Soybean___healthy,train/Apple___healthy/b6a2a9d1-5fff-4f42-bc18-12c9777001e6___RS_HL 6067.JPG,train/Soybean___healthy/4fc10746-5fc0-4089-b77d-ed0fe8160515___RS_HL 5693 1.JPG,4,0.22072240710258484,0.7399265647912003,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/020e14fb-6016-4d7f-b489-445e0021b58e___Mary_HL 6324.JPG,train/Soybean___healthy/51223347-49df-454c-b84c-8ff0d0796891___RS_HL 5518 1.JPG,4,0.12373876571655273,0.8360887165891171,False
Blueberry___healthy,Soybean___healthy,train/Blueberry___healthy/aa57ac16-a2f7-4439-b5f6-66ae641d4bf8___RS_HL 5309.JPG,train/Soybean___healthy/51449717-1551-473b-b91d-af6af1be9117___RS_HL 5224.JPG,4,0.17696434259414673,0.8013558327626864,False
Potato___Late_blight,Soybean___healthy,train/Potato___Late_blight/1e69b122-3920-4c4a-bfff-a18f3d6c3f89___RS_LB 4766.JPG,train/Soybean___healthy/55d0c256-8b4f-4dad-b626-8db76b445476___RS_HL 3216.JPG,4,0.13366112112998962,0.6791161673430375,False
Potato___Early_blight,Soybean___healthy,train/Potato___Early_blight/c47fa8ac-b2a5-4470-bda6-26dec4000409___RS_Early.B 7395.JPG,train/Soybean___healthy/5924cb13-ff43-4537-82e8-eeca9943e54c___RS_HL 5514.JPG,4,0.14415934681892395,0.5427225135055253,False
Apple___healthy,Soybean___healthy,train/Apple___healthy/d6590bcb-cb7e-47c9-beb0-80785efb4046___RS_HL 6234.JPG,train/Soybean___healthy/59f0581c-ee87-418a-96db-2b718bd740ee___RS_HL 3614.JPG,4,0.22175443172454834,0.7579982466485636,False
Orange___Haunglongbing_(Citrus_greening),Soybean___healthy,train/Orange___Haunglongbing_(Citrus_greening)/0b4118d9-903b-4883-a8e2-d802d524e1d6___CREC_HLB 4350.JPG,train/Soybean___healthy/5bd50611-7796-43ce-85a1-9b83c266f1a8___RS_HL 6685.JPG,4,0.10415177792310715,0.7498161742198043,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/d17a8519-e2c2-4589-afdb-592063af49cf___JR_HL 8369.JPG",train/Soybean___healthy/6212b418-9d95-462d-a05a-91b88ccfd63e___RS_HL 6919.JPG,4,0.1364983320236206,0.6301545310423742,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/1bc672d8-2546-4f01-9482-a97e0d6cc345___Mary_HL 9303.JPG,train/Soybean___healthy/63a5e362-672a-4dee-a673-d9258bb0ab6c___RS_HL 3560.JPG,4,0.1473366916179657,0.7833347477295319,False
Potato___Late_blight,Soybean___healthy,train/Potato___Late_blight/29bfc55a-8cb2-4938-b0b5-5e2748fd1a22___RS_LB 5070.JPG,train/Soybean___healthy/680847f2-f758-46bf-a08b-63179198eae8___RS_HL 6789.JPG,4,0.12970708310604095,0.6250248834087897,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/59564e0d-f4ca-450f-adef-209cbfbec0ef___Mary_HL 9241.JPG,train/Soybean___healthy/6866ee58-983b-4c67-aa7e-3b701d331167___RS_HL 4517.JPG,4,0.10925527662038803,0.760971952525935,False
Orange___Haunglongbing_(Citrus_greening),Soybean___healthy,train/Orange___Haunglongbing_(Citrus_greening)/7a27f2e0-7c4e-4e1e-9a0f-152f0d141576___CREC_HLB 5580.JPG,train/Soybean___healthy/68a8ee0c-4adb-480e-8574-ad997c0cb571___RS_HL 5383.JPG,4,0.1476985216140747,0.8812427863568688,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/9d5f3e6c-3f4c-4882-b423-d9ddb52ea4d8___Mary_HL 6332.JPG,train/Soybean___healthy/6932f8af-9d7f-4d90-a38f-7b28cbbb7d1d___RS_HL 4358.JPG,4,0.09772560000419617,0.7539160734657352,False
Blueberry___healthy,Soybean___healthy,train/Blueberry___healthy/d794cfbc-bfa5-4f7f-8751-e4c309f1f03b___RS_HL 0430.JPG,train/Soybean___healthy/69afedee-adf1-4267-9dac-cbb257b0874f___RS_HL 2740.JPG,4,0.10597370564937592,0.6609542602153597,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/e0466bdf-6da6-4dbe-8558-9fa04e13f319___Mary_HL 9284.JPG,train/Soybean___healthy/6a37877c-41bf-4f7a-9e3d-f882d9b7bf62___RS_HL 4537.JPG,2,0.10792668908834457,0.7838001502160754,False
